,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,team1_powerplay,team2_powerplay,average_SR_inning1,average_SR_inning2,average_RR_inning1,average_RR_inning2,team2_extras,team1_extras
0,1,2017,Hyderabad,2017-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,59.0,54.0,1.656,1.3983739837398375,9.936,8.390243902439025,7.0,6.0
1,2,2017,Pune,2017-04-06,Mumbai Indians,Pune Warriors,Pune Warriors,field,normal,0,Pune Warriors,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,61.0,59.0,1.472,1.5327868852459017,8.832,9.196721311475411,8.0,4.0
2,3,2017,Rajkot,2017-04-07,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,52.0,73.0,1.5,1.9166666666666667,9.0,11.5,4.0,15.0
3,4,2017,Indore,2017-04-08,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,35.0,56.0,1.304,1.3442622950819672,7.824000000000001,8.065573770491804,6.0,10.0
4,5,2017,Bengaluru,2017-04-08,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15,0,KM Jadhav,M Chinnaswamy Stadium,,,41.0,43.0,1.2661290322580645,1.1451612903225807,7.596774193548387,6.870967741935483,6.0,5.0
5,6,2017,Hyderabad,2017-04-09,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,40.0,59.0,1.125,1.4583333333333333,6.75,8.75,3.0,3.0
6,7,2017,Mumbai,2017-04-09,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,59.0,49.0,1.390625,1.4285714285714286,8.34375,8.571428571428571,9.0,12.0
7,8,2017,Indore,2017-04-10,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,23.0,62.0,1.2032520325203253,1.6853932584269662,7.219512195121951,10.112359550561797,4.0,6.0
8,9,2017,Pune,2017-04-11,Delhi Capitals,Pune Warriors,Pune Warriors,field,normal,0,Delhi Capitals,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,62.0,50.0,1.64,1.0693069306930694,9.84,6.415841584158416,8.0,5.0
9,10,2017,Mumbai,2017-04-12,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,34.0,61.0,1.253968253968254,1.407079646017699,7.523809523809524,8.442477876106196,11.0,4.0
10,11,2017,Kolkata,2017-04-13,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,57.0,76.0,1.3076923076923077,1.6442307692307692,7.846153846153846,9.865384615384617,16.0,11.0
11,12,2017,Bengaluru,2017-04-14,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,41.0,21.0,1.1451612903225807,1.218487394957983,6.870967741935483,7.3109243697479,11.0,13.0
12,13,2017,Rajkot,2017-04-14,Pune Warriors,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,64.0,61.0,1.3790322580645162,1.5357142857142858,8.274193548387096,9.214285714285714,5.0,5.0
13,14,2017,Kolkata,2017-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,40.0,45.0,1.3650793650793651,1.25,8.19047619047619,7.5,11.0,7.0
14,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,49.0,40.0,1.4803149606299213,1.1322314049586777,8.881889763779528,6.793388429752066,10.0,2.0
15,16,2017,Mumbai,2017-04-16,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,46.0,56.0,1.3968253968253967,1.416,8.380952380952381,8.496,11.0,13.0
16,17,2017,Bengaluru,2017-04-16,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Pune Warriors,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,55.0,42.0,1.2777777777777777,1.0806451612903225,7.666666666666667,6.483870967741935,13.0,8.0
17,18,2017,Delhi,2017-04-17,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,0,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,53.0,49.0,1.3770491803278688,1.3739837398373984,8.262295081967213,8.24390243902439,3.0,11.0
18,19,2017,Hyderabad,2017-04-17,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,29.0,51.0,1.272,1.2419354838709677,7.632000000000001,7.451612903225806,11.0,10.0
19,20,2017,Rajkot,2017-04-18,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,45.0,57.0,1.7317073170731707,1.5238095238095237,10.390243902439025,9.142857142857142,4.0,8.0
20,21,2017,Hyderabad,2017-04-19,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,39.0,56.0,1.5528455284552845,1.4426229508196722,9.317073170731707,8.655737704918034,4.0,7.0
21,22,2017,Indore,2017-04-20,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,46.0,82.0,1.5590551181102361,2.0306122448979593,9.354330708661417,12.183673469387756,12.0,8.0
22,23,2017,Kolkata,2017-04-21,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,65.0,72.0,1.5454545454545454,1.6936936936936937,9.272727272727272,10.162162162162161,3.0,5.0
23,24,2017,Mumbai,2017-04-22,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,48.0,23.0,1.1181102362204725,1.024,6.708661417322834,6.144,16.0,8.0
24,25,2017,Pune,2017-04-22,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,0,Pune Warriors,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,45.0,55.0,1.4193548387096775,1.4793388429752066,8.516129032258064,8.87603305785124,8.0,3.0
25,26,2017,Rajkot,2017-04-23,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,50.0,50.0,1.5537190082644627,1.3064516129032258,9.322314049586776,7.838709677419354,5.0,7.0
26,27,2017,Kolkata,2017-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,65.0,39.0,1.0826446280991735,0.7903225806451613,6.495867768595041,4.741935483870967,8.0,7.0
27,28,2017,Mumbai,2017-04-24,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,0,Pune Warriors,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,48.0,44.0,1.3114754098360655,1.2764227642276422,7.868852459016394,7.658536585365853,4.0,6.0
28,29,2017,Pune,2017-04-26,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,57.0,45.0,1.456,1.6140350877192982,8.736,9.68421052631579,7.0,13.0
29,30,2017,Bengaluru,2017-04-27,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,35.0,49.0,1.089430894308943,1.5168539325842696,6.536585365853658,9.101123595505618,12.0,8.0
30,31,2017,Kolkata,2017-04-28,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,53.0,47.0,1.3114754098360655,1.6262626262626263,7.868852459016394,9.757575757575758,7.0,10.0
31,32,2017,Chandigarh,2017-04-28,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,60.0,59.0,1.6967213114754098,1.4958677685950412,10.18032786885246,8.975206611570247,3.0,5.0
32,33,2017,Pune,2017-04-29,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Pune Warriors,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,43.0,39.0,1.2764227642276422,0.7868852459016393,7.658536585365853,4.721311475409836,4.0,4.0
33,34,2017,Rajkot,2017-04-29,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,0,Mumbai Indians,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,48.0,61.0,1.186046511627907,1.2644628099173554,7.116279069767442,7.586776859504131,11.0,1.0
34,35,2017,Chandigarh,2017-04-30,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,25.0,50.0,0.6203703703703703,1.3877551020408163,3.7222222222222223,8.326530612244898,5.0,2.0
35,36,2017,Hyderabad,2017-04-30,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,79.0,44.0,1.672,1.319672131147541,10.032,7.918032786885246,8.0,5.0
36,37,2017,Mumbai,2017-05-01,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,52.0,55.0,1.3278688524590163,1.3414634146341464,7.967213114754099,8.048780487804878,4.0,7.0
37,38,2017,Pune,2017-05-01,Gujarat Lions,Pune Warriors,Pune Warriors,field,normal,0,Pune Warriors,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,55.0,43.0,1.3305785123966942,1.3577235772357723,7.983471074380165,8.146341463414634,7.0,7.0
38,39,2017,Delhi,2017-05-02,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,66.0,62.0,1.5040650406504066,1.6153846153846154,9.024390243902438,9.692307692307692,8.0,3.0
39,40,2017,Kolkata,2017-05-03,Kolkata Knight Riders,Pune Warriors,Pune Warriors,field,normal,0,Pune Warriors,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,41.0,74.0,1.2916666666666667,1.3389830508474576,7.75,8.033898305084746,5.0,8.0
40,41,2017,Delhi,2017-05-04,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,58.0,63.0,1.6774193548387097,1.9454545454545455,10.064516129032258,11.672727272727274,5.0,12.0
41,42,2017,Bengaluru,2017-05-05,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,35.0,46.0,1.1219512195121952,1.017094017094017,6.7317073170731705,6.102564102564102,12.0,7.0
42,43,2017,Hyderabad,2017-05-06,Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Pune Warriors,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,35.0,47.0,1.1935483870967742,1.1147540983606556,7.161290322580645,6.688524590163935,7.0,2.0
43,44,2017,Delhi,2017-05-06,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,60.0,35.0,1.65625,0.7951807228915663,9.9375,4.771084337349397,19.0,3.0
44,45,2017,Bengaluru,2017-05-07,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,40.0,105.0,1.2950819672131149,1.6914893617021276,7.770491803278689,10.148936170212766,3.0,6.0
45,46,2017,Chandigarh,2017-05-07,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,44.0,58.0,1.5365853658536586,1.5867768595041323,9.21951219512195,9.520661157024794,3.0,6.0
46,47,2017,Hyderabad,2017-05-08,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,36.0,43.0,1.0952380952380953,1.25,6.571428571428571,7.499999999999999,10.0,4.0
47,48,2017,Chandigarh,2017-05-09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,41.0,61.0,1.3253968253968254,1.2540983606557377,7.9523809523809526,7.524590163934427,12.0,4.0
48,49,2017,Kanpur,2017-05-10,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,50.0,64.0,1.5725806451612903,1.6554621848739495,9.435483870967742,9.932773109243698,11.0,3.0
49,50,2017,Mumbai,2017-05-11,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,71.0,68.0,1.7829457364341086,1.7698412698412698,10.69767441860465,10.619047619047619,10.0,8.0
50,51,2017,Delhi,2017-05-12,Delhi Capitals,Pune Warriors,Delhi Capitals,bat,normal,0,Delhi Capitals,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,54.0,53.0,1.3548387096774193,1.288,8.129032258064516,7.728000000000001,7.0,10.0
51,52,2017,Kanpur,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,61.0,47.0,1.305084745762712,1.4363636363636363,7.830508474576271,8.618181818181819,6.0,4.0
52,53,2017,Kolkata,2017-05-13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,51.0,53.0,1.384,1.312,8.304,7.872000000000001,17.0,8.0
53,54,2017,Pune,2017-05-14,Kings XI Punjab,Pune Warriors,Pune Warriors,field,normal,0,Pune Warriors,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,32.0,43.0,0.7448979591836735,1.0684931506849316,4.469387755102042,6.41095890410959,3.0,1.0
54,55,2017,Delhi,2017-05-14,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,37.0,42.0,1.2677165354330708,1.2377049180327868,7.606299212598425,7.426229508196721,9.0,7.0
55,56,2017,Mumbai,2017-05-16,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,0,Pune Warriors,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,33.0,42.0,1.296,1.1181102362204725,7.776000000000001,6.708661417322834,7.0,9.0
56,57,2017,Bengaluru,2017-05-17,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,30.0,48.0,1.0491803278688525,1.3714285714285714,6.2950819672131155,8.22857142857143,7.0,4.0
57,58,2017,Bengaluru,2017-05-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,25.0,36.0,0.9224137931034483,1.2197802197802199,5.53448275862069,7.318681318681319,7.0,8.0
58,59,2017,Hyderabad,2017-05-21,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,32.0,38.0,1.032,1.0406504065040652,6.192,6.2439024390243905,8.0,9.0
59,60,2008,Bengaluru,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,61.0,26.0,1.7903225806451613,0.8118811881188119,10.741935483870968,4.871287128712872,17.0,19.0
60,61,2008,Chandigarh,2008-04-19,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,53.0,63.0,1.935483870967742,1.6693548387096775,11.61290322580645,10.016129032258064,6.0,11.0
61,62,2008,Delhi,2008-04-19,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,40.0,55.0,1.0573770491803278,1.3608247422680413,6.344262295081967,8.164948453608247,7.0,10.0
62,63,2008,Mumbai,2008-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,47.0,40.0,1.3414634146341464,1.3495934959349594,8.048780487804878,8.097560975609756,11.0,5.0
63,64,2008,Kolkata,2008-04-20,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,39.0,26.0,0.9322033898305084,0.9180327868852459,5.59322033898305,5.508196721311475,10.0,28.0
64,65,2008,Jaipur,2008-04-21,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,54.0,53.0,1.360655737704918,1.411764705882353,8.163934426229508,8.470588235294118,4.0,12.0
65,66,2008,Hyderabad,2008-04-22,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Delhi Capitals,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,25.0,48.0,1.1639344262295082,1.7228915662650603,6.983606557377049,10.33734939759036,5.0,12.0
66,67,2008,Chennai,2008-04-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,53.0,52.0,1.6377952755905512,1.578125,9.826771653543307,9.46875,18.0,13.0
67,68,2008,Hyderabad,2008-04-24,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,58.0,73.0,1.6984126984126984,1.778688524590164,10.19047619047619,10.672131147540984,6.0,7.0
68,69,2008,Chandigarh,2008-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,60.0,39.0,1.467741935483871,0.9206349206349206,8.806451612903226,5.523809523809524,7.0,7.0
69,70,2008,Bengaluru,2008-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,57.0,45.0,1.0887096774193548,1.3142857142857143,6.532258064516129,7.885714285714286,6.0,3.0
70,71,2008,Chennai,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,61.0,45.0,1.1666666666666667,1.4205607476635513,7.0,8.52336448598131,8.0,18.0
71,72,2008,Mumbai,2008-04-27,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,27.0,60.0,1.232,2.012987012987013,7.392,12.077922077922077,11.0,9.0
72,73,2008,Chandigarh,2008-04-27,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Kings XI Punjab,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,45.0,55.0,1.264,1.3170731707317074,7.5840000000000005,7.902439024390244,11.0,9.0
73,74,2008,Bengaluru,2008-04-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,36.0,45.0,1.4471544715447155,1.3306451612903225,8.682926829268293,7.983870967741935,4.0,7.0
74,75,2008,Kolkata,2008-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,40.0,38.0,1.096,1.1694915254237288,6.5760000000000005,7.016949152542373,13.0,15.0
